"target","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","mouse.time","mouse.corr","mouse.clicked_name","furcht.response","liebenswert.response","rated_image","age.text","gender.response","pc_frequency.response","reaction_games_frequency.response","neuro_1_rev.response","neuro_2.response","neuro_3.response","neuro_4_rev.response","specific_fear_spider.response","specific_fear_snake.response","id","date"
"person1",2,15,47,4,NA,NA,NA,NA,"[1.084841599687934]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",3,0,48,14,NA,NA,NA,NA,"[1.0013833004049957]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",3,1,49,10,NA,NA,NA,NA,"[1.0020492002367973]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",3,2,50,5,NA,NA,NA,NA,"[0.7357080997899175]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",3,3,51,4,NA,NA,NA,NA,"[0.8022602000273764]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",3,4,52,8,NA,NA,NA,NA,"[0.9509025001898408]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",3,5,53,13,NA,NA,NA,NA,"[0.9525882001034915]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",3,6,54,6,NA,NA,NA,NA,"[0.685332200024277]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",3,7,55,15,NA,NA,NA,NA,"[1.4843375999480486]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",3,8,56,0,NA,NA,NA,NA,"[1.4352225000038743]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",3,9,57,12,NA,NA,NA,NA,"[0.7516801999881864]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",3,10,58,1,NA,NA,NA,NA,"[0.4357664999552071]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",3,11,59,2,NA,NA,NA,NA,"[1.1836455999873579]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",3,12,60,11,NA,NA,NA,NA,"[0.5686089000664651]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",3,13,61,7,NA,NA,NA,NA,"[1.4683390003629029]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",3,14,62,9,NA,NA,NA,NA,"[0.802348599769175]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",3,15,63,3,NA,NA,NA,NA,"[1.4182053999975324]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",4,0,64,11,NA,NA,NA,NA,"[0.7187124998308718]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",4,1,65,7,NA,NA,NA,NA,"[0.7019968996755779]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",4,2,66,0,NA,NA,NA,NA,"[2.7008512997999787]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",4,3,67,14,NA,NA,NA,NA,"[0.9848885997198522]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",4,4,68,13,NA,NA,NA,NA,"[0.8527935999445617]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",4,5,69,10,NA,NA,NA,NA,"[0.5535841998644173]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",4,6,70,5,NA,NA,NA,NA,"[0.8518523001112044]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",4,7,71,4,NA,NA,NA,NA,"[1.1019532000645995]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",4,8,72,9,NA,NA,NA,NA,"[0.5511590000241995]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",4,9,73,1,NA,NA,NA,NA,"[1.3360474999062717]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",4,10,74,3,NA,NA,NA,NA,"[0.685166799928993]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",4,11,75,8,NA,NA,NA,NA,"[0.6204535998404026]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",4,12,76,12,NA,NA,NA,NA,"[0.8833976997993886]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",4,13,77,15,NA,NA,NA,NA,"[1.2190502001903951]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",4,14,78,6,NA,NA,NA,NA,"[0.5527082001790404]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",4,15,79,2,NA,NA,NA,NA,"[0.8037538998760283]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,0,0,0,0,"","","","4","1","gesicht3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,1,0,1,0,"","","","1","5","gruppe1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,2,0,2,0,"","","","1","4","flugzeug1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,3,0,3,0,"","","","1","3","schlange2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,4,0,4,0,"","","","4","1","gesicht2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"","19","1","2","1","2","4","4","2","4","4","001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,"","","","","","","","","","001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,"","","","","","","","","","001198","2023-11-13"
"spinne1",0,0,0,0,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"zug1",0,1,1,15,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht2",0,2,2,9,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schlange2",0,3,3,3,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"auto1",0,4,4,12,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht1",0,5,5,8,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gruppe2",0,6,6,7,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gruppe1",0,7,7,6,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schiff1",0,8,8,14,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"spinne2",0,9,9,1,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schlange1",0,10,10,2,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"flugzeug1",0,11,11,13,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"person1",0,12,12,4,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"person2",0,13,13,5,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht3",0,14,14,10,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht4",0,15,15,11,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"spinne1",1,0,16,0,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht2",1,1,17,9,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gruppe1",1,2,18,6,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schiff1",1,3,19,14,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gruppe2",1,4,20,7,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"flugzeug1",1,5,21,13,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schlange2",1,6,22,3,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht3",1,7,23,10,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"person2",1,8,24,5,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schlange1",1,9,25,2,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"zug1",1,10,26,15,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht4",1,11,27,11,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"person1",1,12,28,4,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"auto1",1,13,29,12,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht1",1,14,30,8,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"spinne2",1,15,31,1,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"auto1",2,0,32,12,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht4",2,1,33,11,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"person2",2,2,34,5,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"spinne1",2,3,35,0,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht1",2,4,36,8,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"person1",2,5,37,4,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"zug1",2,6,38,15,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"flugzeug1",2,7,39,13,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gruppe2",2,8,40,7,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schiff1",2,9,41,14,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht2",2,10,42,9,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gruppe1",2,11,43,6,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schlange2",2,12,44,3,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schlange1",2,13,45,2,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"spinne2",2,14,46,1,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht3",2,15,47,10,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"spinne2",3,0,48,1,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht4",3,1,49,11,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gruppe1",3,2,50,6,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gruppe2",3,3,51,7,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schlange2",3,4,52,3,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht1",3,5,53,8,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"person1",3,6,54,4,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schiff1",3,7,55,14,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"flugzeug1",3,8,56,13,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"zug1",3,9,57,15,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"person2",3,10,58,5,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"auto1",3,11,59,12,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schlange1",3,12,60,2,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht3",3,13,61,10,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht2",3,14,62,9,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"spinne1",3,15,63,0,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"person1",4,0,64,4,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"spinne1",4,1,65,0,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht2",4,2,66,9,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht3",4,3,67,10,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schlange1",4,4,68,2,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schlange2",4,5,69,3,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gruppe1",4,6,70,6,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"person2",4,7,71,5,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gruppe2",4,8,72,7,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht1",4,9,73,8,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"spinne2",4,10,74,1,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"zug1",4,11,75,15,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"schiff1",4,12,76,14,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"gesicht4",4,13,77,11,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"flugzeug1",4,14,78,13,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"auto1",4,15,79,12,NA,NA,NA,NA,"[]","[]","[]","","","",NA,"","","","","","","","","","001198","2023-11-13"
"",NA,NA,NA,NA,0,0,0,0,"","","","None","None","schlange2",NA,"","","","","","","","","","001198","2023-11-13"
"",NA,NA,NA,NA,1,0,1,0,"","","","None","None","gesicht2",NA,"","","","","","","","","","001198","2023-11-13"
"",NA,NA,NA,NA,2,0,2,0,"","","","None","None","auto1",NA,"","","","","","","","","","001198","2023-11-13"
"",NA,NA,NA,NA,3,0,3,0,"","","","None","None","gruppe1",NA,"","","","","","","","","","001198","2023-11-13"
"",NA,NA,NA,NA,4,0,4,0,"","","","None","None","person2",NA,"","","","","","","","","","001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,"None","None","None","None","None","None","None","None","None","001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"",NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",0,0,0,13,NA,NA,NA,NA,"[1.7055890001356602]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",0,1,1,9,NA,NA,NA,NA,"[1.0025181993842125]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",0,2,2,1,NA,NA,NA,NA,"[0.9667939990758896]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",0,3,3,6,NA,NA,NA,NA,"[1.0860743001103401]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",0,4,4,12,NA,NA,NA,NA,"[0.7181187011301517]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",0,5,5,15,NA,NA,NA,NA,"[1.5352036990225315]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",0,6,6,2,NA,NA,NA,NA,"[0.7872804012149572]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",0,7,7,3,NA,NA,NA,NA,"[1.9346693009138107]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",0,8,8,8,NA,NA,NA,NA,"[0.8365608993917704]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",0,9,9,14,NA,NA,NA,NA,"[0.9027772005647421]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",0,10,10,10,NA,NA,NA,NA,"[0.9353069998323917]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",0,11,11,4,NA,NA,NA,NA,"[0.6688113994896412]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",0,12,12,0,NA,NA,NA,NA,"[2.452012101188302]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",0,13,13,11,NA,NA,NA,NA,"[0.9172813985496759]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",0,14,14,5,NA,NA,NA,NA,"[1.4516294989734888]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",0,15,15,7,NA,NA,NA,NA,"[1.035402599722147]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",1,0,16,7,NA,NA,NA,NA,"[0.9516780003905296]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",1,1,17,5,NA,NA,NA,NA,"[0.7021805997937918]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",1,2,18,3,NA,NA,NA,NA,"[1.1517016999423504]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht3",1,3,19,10,NA,NA,NA,NA,"[0.9691311996430159]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht4",1,4,20,11,NA,NA,NA,NA,"[0.8000280000269413]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",1,5,21,1,NA,NA,NA,NA,"[1.0678004007786512]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",1,6,22,4,NA,NA,NA,NA,"[0.8687722999602556]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",1,7,23,12,NA,NA,NA,NA,"[0.8182553015649319]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",1,8,24,8,NA,NA,NA,NA,"[1.5184995997697115]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",1,9,25,2,NA,NA,NA,NA,"[0.7513095997273922]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",1,10,26,0,NA,NA,NA,NA,"[0.950934199616313]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",1,11,27,6,NA,NA,NA,NA,"[0.8518438003957272]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",1,12,28,9,NA,NA,NA,NA,"[0.8683614004403353]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",1,13,29,15,NA,NA,NA,NA,"[1.4523060005158186]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"flugzeug1",1,14,30,13,NA,NA,NA,NA,"[1.6011654995381832]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",1,15,31,14,NA,NA,NA,NA,"[1.084934400394559]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht1",2,0,32,8,NA,NA,NA,NA,"[0.7691040001809597]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe1",2,1,33,6,NA,NA,NA,NA,"[1.1858540009707212]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne2",2,2,34,1,NA,NA,NA,NA,"[1.1007017996162176]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange1",2,3,35,2,NA,NA,NA,NA,"[1.0352811999619007]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"spinne1",2,4,36,0,NA,NA,NA,NA,"[2.150679798796773]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gruppe2",2,5,37,7,NA,NA,NA,NA,"[]","[]","[]",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schiff1",2,6,38,14,NA,NA,NA,NA,"[1.4340107012540102]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person1",2,7,39,4,NA,NA,NA,NA,"[0.8696583006531]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"person2",2,8,40,5,NA,NA,NA,NA,"[0.901366300880909]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"gesicht2",2,9,41,9,NA,NA,NA,NA,"[0.8839318007230759]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"schlange2",2,10,42,3,NA,NA,NA,NA,"[1.0015778001397848]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"auto1",2,11,43,12,NA,NA,NA,NA,"[0.8348907008767128]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
"zug1",2,12,44,15,NA,NA,NA,NA,"[0.8186793010681868]","[1]","['target_find']",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"001198","2023-11-13"
